ULTIMA_COMPRA;REFERENCIA;RECENCIA_DIAS;IMPORTE_VENTA;FRECUENCIA
2010-09-23 11:57:00;2010-12-31;98;1647.8700000000001;77
2010-11-04 15:56:00;2010-12-31;56;2212.3;41
2010-03-23 15:22:00;2010-12-31;282;10953.5;1
2010-05-17 12:57:00;2010-12-31;227;184.95999999999995;25
2010-12-08 10:14:00;2010-12-31;22;17578.05000000004;770
2010-11-14 13:16:00;2010-12-31;46;612.8999999999999;33
2010-11-11 15:21:00;2010-12-31;49;1255.35;32
2010-04-26 10:32:00;2010-12-31;248;35.28;5
2010-10-24 15:57:00;2010-12-31;67;1157.8000000000004;169
2010-11-10 10:02:00;2010-12-31;50;197.31;11
2010-12-15 15:45:00;2010-12-31;15;2634.5299999999993;112
2010-12-17 18:07:00;2010-12-31;13;49199.63;136
2010-06-18 14:22:00;2010-12-31;195;1698.5600000000004;95
2010-11-24 17:11:00;2010-12-31;36;923.7100000000006;163
2010-11-29 13:55:00;2010-12-31;31;2083.1600000000017;125
2010-09-02 16:01:00;2010-12-31;119;1278.7700000000007;69
2010-11-25 14:50:00;2010-12-31;35;13683.000000000002;39
2010-12-09 09:34:00;2010-12-31;21;517.5;32
2010-05-30 13:52:00;2010-12-31;214;496.4999999999999;25
2010-12-20 10:41:00;2010-12-31;10;286.95;14
2010-02-21 15:18:00;2010-12-31;312;437.16;28
2010-09-29 10:14:00;2010-12-31;92;324.45;20
2010-12-01 16:21:00;2010-12-31;29;608.0799999999998;34
2010-11-22 15:45:00;2010-12-31;38;9564.780000000006;436
2010-11-18 12:11:00;2010-12-31;42;2149.6500000000015;131
2010-07-05 13:37:00;2010-12-31;178;498.9599999999999;31
2010-03-11 10:16:00;2010-12-31;294;162.45;10
2010-01-24 10:33:00;2010-12-31;340;137.12;9
2010-06-16 08:55:00;2010-12-31;197;3581.479999999999;202
2010-11-04 16:16:00;2010-12-31;56;539.4899999999999;57
2010-08-12 17:20:00;2010-12-31;140;150.95000000000002;8
2010-10-22 09:31:00;2010-12-31;69;1322.0700000000002;70
2010-11-25 16:44:00;2010-12-31;35;211.99;40
2010-12-09 09:14:00;2010-12-31;21;2110.76;111
2010-09-28 17:47:00;2010-12-31;93;132.24;26
2010-12-16 19:10:00;2010-12-31;14;4306.92;80
2010-04-16 10:50:00;2010-12-31;258;122.45;5
2010-11-24 13:08:00;2010-12-31;36;812.0900000000003;137
2010-12-21 10:51:00;2010-12-31;9;5157.619999999996;140
2010-10-22 08:41:00;2010-12-31;69;1161.1999999999998;77
2010-10-22 10:14:00;2010-12-31;69;385.55;6
2010-05-23 11:45:00;2010-12-31;221;264.15000000000003;24
2010-09-29 09:46:00;2010-12-31;92;1658.4600000000007;89
2010-11-26 14:51:00;2010-12-31;34;2417.779999999999;132
2010-07-26 12:34:00;2010-12-31;157;478.38999999999993;50
2010-11-19 14:29:00;2010-12-31;41;1557.2400000000005;106
2010-12-16 11:36:00;2010-12-31;14;9006.0;32
2010-11-10 08:50:00;2010-12-31;50;2354.2699999999995;150
2010-04-20 12:58:00;2010-12-31;254;490.08;30
2010-10-07 11:57:00;2010-12-31;84;2729.840000000002;102
2010-10-15 13:48:00;2010-12-31;76;753.51;38
2010-12-10 13:24:00;2010-12-31;20;6417.040000000001;30
2010-10-18 08:56:00;2010-12-31;73;546.0;14
2010-11-15 13:43:00;2010-12-31;45;261.05999999999995;14
2010-09-20 13:09:00;2010-12-31;101;844.87;49
2010-11-29 09:27:00;2010-12-31;31;355.5;22
2010-11-10 12:16:00;2010-12-31;50;884.02;48
2010-08-04 08:05:00;2010-12-31;148;920.0799999999999;58
2010-12-10 10:26:00;2010-12-31;20;201.75000000000003;11
2010-10-31 13:14:00;2010-12-31;60;13483.350000000015;604
2010-10-19 12:23:00;2010-12-31;72;293.18;16
2010-12-17 08:20:00;2010-12-31;13;6045.40999999999;415
2010-10-04 11:07:00;2010-12-31;87;485.98;30
2010-05-09 10:38:00;2010-12-31;235;175.25;11
2010-11-07 10:34:00;2010-12-31;53;193.35;10
2010-02-05 12:22:00;2010-12-31;328;234.0;4
2010-11-30 15:09:00;2010-12-31;30;330.12;12
2010-12-02 17:22:00;2010-12-31;28;101.10000000000002;6
2010-10-06 10:40:00;2010-12-31;85;1310.9900000000005;65
2010-12-03 12:29:00;2010-12-31;27;8586.659999999985;375
2010-10-03 11:35:00;2010-12-31;88;1914.8000000000006;115
2010-09-27 10:39:00;2010-12-31;94;3240.139999999999;173
2010-10-22 13:11:00;2010-12-31;69;2485.4600000000005;145
2010-11-25 14:56:00;2010-12-31;35;784.65;36
2010-05-26 11:12:00;2010-12-31;218;618.9600000000002;39
2010-12-16 10:12:00;2010-12-31;14;2194.500000000001;119
2010-10-06 10:50:00;2010-12-31;85;65.3;5
